dptf rindffa key:  0 0 0
nfzk qkecpml key:  20 3 1
wlfm ntmblga key:  21 3 1
fflk dxlbvcn key:  22 3 1
sefb tzzvtbx key:  23 3 1
sien tffmebu key:  24 3 1
dqiy ilggevx key:  25 3 1
ytbc kcdyods key:  0 4 1
irtj ayzxowf key:  1 4 1
lsrl wknecyf key:  2 4 1
npsf gbnrqxa key:  3 4 1
typr hthraee key:  4 4 1
xfyk zrevxrl key:  5 4 1
wafx zsohyru key:  6 4 1
mtac ipdbyvz key:  7 4 1
ketb uybpkhx key:  8 4 1
srej tfbxgbm key:  9 4 1
nnru yapgepy key:  10 4 1
cqny gtkqmxi key:  11 4 1
cfqk neawagl key:  12 4 1
yxfe crslvqn key:  13 4 1
pxxe anobbwt key:  14 4 1
zsxl bqfmclx key:  15 4 1
sjsi tfxosbw key:  16 4 1
fbjq qxhgemm key:  17 4 1
fqby fxwalok key:  18 4 1
aiqn nsaqugs key:  19 4 1
eiin vjzjvan key:  20 4 1
lhit cbiedqc key:  21 4 1
uchw sqfmbjc key:  22 4 1
zycr hiudrey key:  23 4 1
xkyv qixdxmp key:  24 4 1
mbkq khqwldz key:  25 4 1
qxde oeqawta key:  0 5 1
huxo ymplhpr key:  1 5 1
pzus vjtvmar key:  2 5 1
vdza bdvzdlu key:  3 5 1
fjdi ixszsvw key:  4 5 1
tujo xuupkzj key:  5 5 1
qiun xzwawzp key:  6 5 1
qaix ydpswph key:  7 5 1
ezas vjtymac key:  8 5 1
kzzs eutudsv key:  9 5 1
aczw wisdzyq key:  10 5 1
rncu pauiquh key:  11 5 1
bhnt kzccndp key:  12 5 1
ulhm lzeuoiv key:  13 5 1
wwlz dcjyjcf key:  14 5 1
ikwv pnnitut key:  15 5 1
aekb whyrnyq key:  16 5 1
rpef llgoqiq key:  17 5 1
rhpt zwjcjre key:  18 5 1
ulhm fkecyok key:  19 5 1
wllm deyhuca key:  20 5 1
jklv dpbjtcr key:  21 5 1
pekb uhivthb key:  22 5 1
hmep slgzgju key:  23 5 1
cjmi ilgtrvw key:  24 5 1
vdja xkkpkzi key:  25 5 1
kmxp wymhyyj key:  0 6 1
djmi npltqgw key:  1 6 1
onju uabsvhn key:  2 6 1
fgnh oxeagty key:  3 6 1
wvgg emfmhsl key:  4 6 1
civn vjkwzai key:  5 6 1
yeib qnvbdmt key:  6 6 1
bxee agcllwc key:  7 6 1
ssxl tvuocbj key:  8 6 1
dwsz bizdelp key:  9 6 1
oqwy fehssok key:  10 6 1
fgqh kxayudd key:  11 6 1
pvgg eswjoso key:  12 6 1
xivn wwikzyf key:  13 6 1
ejii sqnfqjw key:  14 6 1
btjc jgcrrkc key:  15 6 1
jctw rveaffy key:  16 6 1
wwcz ziqdprb key:  17 6 1
nmwp vjmwyas key:  18 6 1
yemb ktltddd key:  19 6 1
lfek acbeowo key:  20 6 1
isfl owukctf key:  21 6 1
tysr hmnfhep key:  22 6 1
cpyf jehrxkx key:  23 6 1
japx rfvyffe key:  24 6 1
pxae zsdgprb key:  25 6 1
lipn vjdemae key:  0 7 1
baix fycwdok key:  1 7 1
yyar heshuec key:  2 7 1
kwyz apujxws key:  3 7 1
pswl uiidchp key:  4 7 1
lnsu sadegjl key:  5 7 1
djni kyhyrdw key:  6 7 1
oyjr hwkboei key:  7 7 1
agyh wsqaxyf key:  8 7 1
svgg tnnlqbt key:  9 7 1
jhvt vjdreal key:  10 7 1
uqhy byeodlb key:  11 7 1
wmqp zgabsry key:  12 7 1
tkmv fvutyok key:  13 7 1
sekb thwwubp key:  14 7 1
yaex oqbjetl key:  15 7 1
eqay amiyhwd key:  16 7 1
ksql skabcjo key:  17 7 1
ccsw wevkrya key:  18 7 1
sncu tahfqbs key:  19 7 1
pxne jqqvekj key:  20 7 1
lqxy rseeffu key:  21 7 1
wjqi icaspvw key:  22 7 1
iyjr hnmpket key:  23 7 1
feyb exlaxss key:  24 7 1
tpef yqpozpy key:  25 7 1
qkev svscwjl key:  0 8 1
slkm thfmrbd key:  1 8 1
fzls dxtbeco key:  2 8 1
tqzy qeqktmd key:  3 8 1
siqn tkaflbo key:  4 8 1
paix jlgkeka key:  5 8 1
aqay rzzfffc key:  6 8 1
kjqi jqavpkw key:  7 8 1
thjt rimdffu key:  8 8 1
unhu ialapvr key:  9 8 1
xanx kqmpkdq key:  10 8 1
rkav vjlzoas key:  11 8 1
ktkc yhpcdpf key:  12 8 1
lltm xnnemzt key:  13 8 1
qnlu daurwcs key:  14 8 1
nynr hksotep key:  15 8 1
lzys zttexra key:  16 8 1
dfzk flgyyok key:  17 8 1
oyfr hndvuet key:  18 8 1
dgyh wybjxyu key:  19 8 1
ovgg izioqvx key:  20 8 1
agvh sfdpkjr key:  21 8 1
cvgg fyegrok key:  22 8 1
whvt ygpzupl key:  23 8 1
uxhe nvqjmgq key:  24 8 1
rexb xgibvzn key:  25 8 1
rzts wwtllyr key:  0 9 1
pnzu oakcqti key:  1 9 1
nlnm bmzzhlm key:  2 9 1
jjli dtelscw key:  3 9 1
wfjk xzvqtzb key:  4 9 1
qmfp bnwawlt key:  5 9 1
xemb clgtsqj key:  6 9 1
ezes vjtobax key:  7 9 1
ztzc ofwsdtq key:  8 9 1
rctw fmxghok key:  9 9 1
ebcq eeucusr key:  10 9 1
nlbm nzvjzgp key:  11 9 1
pclw dtizvcn key:  12 9 1
bfck sccytjj key:  13 9 1
ijfi xbfmrzw key:  14 9 1
qwjz wlgswyq key:  15 9 1
rpwf qcqaqmx key:  16 9 1
izps eftclse key:  17 9 1
mlzm vjegzaz key:  18 9 1
wplf dwzhdcr key:  19 9 1
brpj npcxtge key:  20 9 1
terb uzuzvhn key:  21 9 1
jwez glghgxp key:  22 9 1
xawx xpfmazb key:  23 9 1
qmap urkywhi key:  24 9 1
ktmc qeotgmq key:  25 9 1
crij qgkxgmi key:  0 10 1
nhrt cvyzlqc key:  1 10 1
uxhe gtklbxi key:  2 10 1
zfxk xizdazs key:  3 10 1
qkfv brxlwld key:  4 10 1
lbkq khoesdo key:  5 10 1
fzbs bxtkolx key:  6 10 1
xyzr hfwfsef key:  7 10 1
hiyn jkngxkm key:  8 10 1
etic rbwrffa key:  9 10 1
vdta nzdqpgc key:  10 10 1
ecdw zymvvrn key:  11 10 1
nuco cildyqu key:  12 10 1
mcuw itfmbvz key:  13 10 1
zfck kdbpkdq key:  14 10 1
rrfj qcxxoml key:  15 10 1
ibrq yupclpf key:  16 10 1
clbm gcnbmxx key:  17 10 1
iplf dfzrach key:  18 10 1
sxpe trsgtbe key:  19 10 1
dpxf zbouerv key:  20 10 1
oqpy nlghyge key:  21 10 1
xgqh ppaivun key:  22 10 1
fvgg uxbhnhm key:  23 10 1
mtvc lpfmgiz key:  24 10 1
aitn uqjqjhr key:  25 10 1
dlym itzuxvv key:  0 11 1
oflk dnzpkct key:  1 11 1
fgfh pxdituq key:  2 11 1
rvgg yyponpl key:  3 11 1
xivn llgcmix key:  4 11 1
xlim ffjbjok key:  5 11 1
htlc dgsgucc key:  6 11 1
sttc tvyjtbl key:  7 11 1
vdta niidegr key:  8 11 1
nqdy slgbvjn key:  9 11 1
nuqo ktazrdd key:  10 11 1
sfuk ttfmobo key:  11 11 1
affk xdqkezf key:  12 11 1
qqfy qqnfwmr key:  13 11 1
hhqt juarlkx key:  14 11 1
uzhs rftzffx key:  15 11 1
vdza zfzgprh key:  16 11 1
tkdv xqmgyzs key:  17 11 1
quko nhluwgv key:  18 11 1
laux nzbevgn key:  19 11 1
xzas pdtivun key:  20 11 1
kyzr hkfmnes key:  21 11 1
ctyc lufmxia key:  22 11 1
lntu qajejmq key:  23 11 1
rxne qzdvlmh key:  24 11 1
nyxr hyycleu key:  25 11 1
isfl awuacwo key:  0 12 1
essl ezekcsp key:  1 12 1
wpsf vjhfzax key:  2 12 1
jcpw jfhydke key:  3 12 1
becb rscgffb key:  4 12 1
hmep wsuhpyq key:  5 12 1
rwmz npmtqgp key:  6 12 1
vdwa uclcvhn key:  7 12 1
ildm oeeygty key:  8 12 1
wulo dmfmhcy key:  9 12 1
ppuf wwkwtyi key:  10 12 1
yepb qdvwqme key:  11 12 1
yjei algllww key:  12 12 1
jsjl auehcwj key:  13 12 1
wssl bpzaclb key:  14 12 1
dmsp uehsshh key:  15 12 1
oemb vjhtgar key:  16 12 1
pgeh eswudsv key:  17 12 1
xvgg oskzzti key:  18 12 1
ejvi pmuihuw key:  19 12 1
btjc xeclnzp key:  20 12 1
qctw lgvawiy key:  21 12 1
pwcz bvjyjly key:  22 12 1
nzws vjtwsaj key:  23 12 1
yjzi wtywdyw key:  24 12 1
yfjk acwsqwd key:  25 12 1
vdia cyizuqb key:  0 13 1
cmdp sudjbjc key:  1 13 1
zumo xyitrzy key:  2 13 1
qxue sixdwjh key:  3 13 1
hbxq odqwrtl key:  4 13 1
yzbs kmtuhdv key:  5 13 1
vdza auqbowl key:  6 13 1
fsdl pxvicuf key:  7 13 1
suso tbnbnbh key:  8 13 1
tiun lzhreij key:  9 13 1
sqiy tdjujbv key:  10 13 1
taqx zsaserc key:  11 13 1
mqay puyiyuz key:  12 13 1
kaqx eiadnsq key:  13 13 1
rraj lqbxzih key:  14 13 1
knru kajcjdy key:  15 13 1
blnm gqcuoxv key:  16 13 1
cnlu daywacf key:  17 13 1
ywnz prnitus key:  18 13 1
hxwe anornwt key:  19 13 1
lsxl llgecis key:  20 13 1
vdsa znjojrt key:  21 13 1
lydr hwheyem key:  22 13 1
fuyo fxyoxok key:  23 13 1
hyur hsbquer key:  24 13 1
jiyn fddjxok key:  25 13 1
nlpm zihdzre key:  0 14 1
jzls dttoycj key:  1 14 1
bfzk kschtdb key:  2 14 1
hmfp fpbsook key:  3 14 1
awmz ulgtuhf key:  4 14 1
vdwa eznjgsx key:  5 14 1
chdt ofirzty key:  6 14 1
uuho smkghji key:  7 14 1
bxue zwcwrrr key:  8 14 1
ykxv ndvlygq key:  9 14 1
rwkz ahqzvwn key:  10 14 1
jswl bubcclj key:  11 14 1
flsm xxfmszb key:  12 14 1
qmlp dkhswch key:  13 14 1
cimn qwwttma key:  14 14 1
tzis estulsv key:  15 14 1
exze olgvztc key:  16 14 1
jaxx pmzihuu key:  17 14 1
bcaw iicdnvb key:  18 14 1
kmcp lzvpkiy key:  19 14 1
fwmz kxjtjdr key:  20 14 1
xnwu yapwopj key:  21 14 1
yinn ocyzmtf key:  22 14 1
itic amnshwq key:  23 14 1
rstl xwsrczc key:  24 14 1
qpsf envcwst key:  25 14 1
fjzi rxxoffw key:  0 15 1
sbjq tzvqpbx key:  1 15 1
xibn ffmaeok key:  2 15 1
dqiy czlguqj key:  3 15 1
otqc vjajbac key:  4 15 1
zgth nbisdgq key:  5 15 1
rvgg sixdvjn key:  6 15 1
nbvq equcrsq key:  7 15 1
rlbm ktfmzdp key:  8 15 1
mflk dgqcocz key:  9 15 1
blfm qvcytmf key:  10 15 1
drlj dbnxlcs key:  11 15 1
owrz wlgrtyx key:  12 15 1
lgwh gfzeqxd key:  13 15 1
tvgg zlggaro key:  14 15 1
myvr hrekyez key:  15 15 1
wayx nwofxgr key:  16 15 1
xraj jgbxvkn key:  17 15 1
kerb rvdzffr key:  18 15 1
jtec gyfmpxm key:  19 15 1
cntu xamzazb key:  20 15 1
qmnp qrlqwmd key:  21 15 1
nxme xeotlzo key:  22 15 1
qzxs cttkwql key:  23 15 1
pfzk onzfbtt key:  24 15 1
zzfs jmtbhkm key:  25 15 1
pnlu dalbucu key:  0 16 1
xnnu iawjtvh key:  1 16 1
sjni tzipkbw key:  2 16 1
etjc slguejv key:  3 16 1
dqty ynparpt key:  4 16 1
ocqw pnaimut key:  5 16 1
ngch vjqonaq key:  6 16 1
rvgg ltsodir key:  7 16 1
dfvk fqjcjok key:  8 16 1
olfm fcuzuok key:  9 16 1
iglh dgyjucp key:  10 16 1
tvgg xvijtzx key:  11 16 1
qpvf sfiywjs key:  12 16 1
aapx slggrje key:  13 16 1
lzas wgteryd key:  14 16 1
khzt nvqhqgo key:  15 16 1
uyhr hpqkven key:  16 16 1
hnyu uaefxhr key:  17 16 1
wknv jzfmgkd key:  18 16 1
vdka rhdzffo key:  19 16 1
tedb qykkpmi key:  20 16 1
tueo xnmflzt key:  21 16 1
qaux jkllwkq key:  22 16 1
raax rdzoffa key:  23 16 1
kzas betcpll key:  24 16 1
klzm fumvsok key:  25 16 1
mawx yrpvgpz key:  0 17 1
fraj wxoxmyu key:  1 17 1
krrj ikkxqvi key:  2 17 1
xirn gwspkxa key:  3 17 1
aniu gaelaxm key:  4 17 1
wtnc yrpvapc key:  5 17 1
jhtt broqmlu key:  6 17 1
uehb iiodsvb key:  7 17 1
nmep cnspkqt key:  8 17 1
akmv ktwtbdm key:  9 17 1
zfkk yhpoopm key:  10 17 1
ehft oexqmtf key:  11 17 1
ubhq fmnqhok key:  12 17 1
pcbw cksruqx key:  13 17 1
akcv cfvjbqa key:  14 17 1
zjki zhigbrw key:  15 17 1
zhjt sbxvyjj key:  16 17 1
ubhq ncxargu key:  17 17 1
ibbq ikbsvvn key:  18 17 1
akbv vjqpkaa key:  19 17 1
mpkf ehfmdsz key:  20 17 1
chpt ybpvzpe key:  21 17 1
urhj qbuxmmu key:  22 17 1
bxre ikchlvp key:  23 17 1
tkxv gpspkxa key:  24 17 1
mwkz uhzyahz key:  25 17 1
xbmq xeztezd key:  0 18 1
qqby pgviwuo key:  1 18 1
ptqc ovakntr key:  2 18 1
azts lmtfhij key:  3 18 1
xjzi jbjzjkw key:  4 18 1
nhjt rqvsffd key:  5 18 1
uthc xtyapzo key:  6 18 1
qftk ezmkwsj key:  7 18 1
mkfv vjlfzaz key:  8 18 1
nzks jhtsdks key:  9 18 1
brzj rtcxffx key:  10 18 1
lfrk efuepsq key:  11 18 1
rwfz gkmgzxp key:  12 18 1
hywr hzlcaea key:  13 18 1
blym nrcyxgx key:  14 18 1
vdla dfovvcn key:  15 18 1
dwdz wwdgtyu key:  16 18 1
ouwo iyfmqvq key:  17 18 1
rguh nlgpkgm key:  18 18 1
jvgg qdecvmn key:  19 18 1
wlvm ywpqlpb key:  20 18 1
dmlp dufmmcl key:  21 18 1
oemb cgzttqr key:  22 18 1
jgeh qvsbbmh key:  23 18 1
zvgg olgzltb key:  24 18 1
smvp tmxuhbv key:  25 18 1
ihxt gmmbhxm key:  0 19 1
uxhe qqluamv key:  1 19 1
spxf trvqlbs key:  2 19 1
fkpv pxoieue key:  3 19 1
lqky chzenqj key:  4 19 1
fiqn lxahbis key:  5 19 1
zyir hpjsjem key:  6 19 1
liyn ukxexhc key:  7 19 1
xbiq eqyqgsa key:  8 19 1
dybr hiddzec key:  9 19 1
otyc cykvxqi key:  10 19 1
bgth kicdbdu key:  11 19 1
zvgg ibdlovs key:  12 19 1
nwvz kyxpkdf key:  13 19 1
lbwq btneoll key:  14 19 1
hfbk ygprspf key:  15 19 1
myfr hvnbmez key:  16 19 1
vdya zwwrxrl key:  17 19 1
srdj tbsxybx key:  18 19 1
euro zfdberd key:  19 19 1
jquy gybgyxo key:  20 19 1
scqw tdakabb key:  21 19 1
mmcp nrbfegz key:  22 19 1
cqmy juotvkn key:  23 19 1
arqj rqaxffl key:  24 19 1
cxre ocfmpth key:  25 19 1
lwcz czoepqx key:  0 20 1
lcww ffmebok key:  1 20 1
zycr hnlguet key:  2 20 1
xyyr hcxjxem key:  3 20 1
ibyq nwioxgq key:  4 20 1
rtbc scdqvjn key:  5 20 1
iptf fydcrok key:  6 20 1
jlpm cyfmuqe key:  7 20 1
nplf dbqjbcb key:  8 20 1
zmpp qtihtme key:  9 20 1
dfmk spxtljl key:  10 20 1
obfq ulghrhl key:  11 20 1
mgbh opzbgtz key:  12 20 1
tvgg umqbhhx key:  13 20 1
srvj tfkxgbi key:  14 20 1
sarx tbvgebr key:  15 20 1
xqay ggklexi key:  16 20 1
kqqy nvazagj key:  17 20 1
ttqc bralvln key:  18 20 1
mntu xaosszz key:  19 20 1
qanx bqfmwld key:  20 20 1
nraj eqwxsso key:  21 20 1
kzrs qttkzmm key:  22 20 1
efzk gnwflxt key:  23 20 1
bnfu jacqaks key:  24 20 1
ecnw rrzoffs key:  25 20 1
hkvv slgqbjd key:  0 21 1
zekb khqvrdo key:  1 21 1
vdea cgxkoqu key:  2 21 1
hbdq ivqfbvf key:  3 21 1
zubo jknpkkr key:  4 21 1
vdua rexrffa key:  5 21 1
tbdq ydpzppd key:  6 21 1
pubo zbmvmro key:  7 21 1
taux xulkyzu key:  8 21 1
qjai idsfwvw key:  9 21 1
kajx jbbpkkh key:  10 21 1
mzas rutaffz key:  11 21 1
knzu yapuppv key:  12 21 1
crnj vjmxmah key:  13 21 1
mnru paliduz key:  14 21 1
axne gzsunxv key:  15 21 1
drxj lnuxait key:  16 21 1
ohrt prjijup key:  17 21 1
ughh gnoonxt key:  18 21 1
fvgg lxyyaiq key:  19 21 1
rkvv frjojok key:  20 21 1
aikn whocuym key:  21 21 1
dlim fgyjqok key:  22 21 1
ohlt dviqucc key:  23 21 1
ughh skejtjm key:  24 21 1
wvgg ciidrqa key:  25 21 1
uhht epyklsr key:  0 22 1
uthc ucufzhx key:  1 22 1
iktv jfzzgkp key:  2 22 1
bkkv rhcgffr key:  3 22 1
npkf xhkypzi key:  4 22 1
qwpz ntmzwge key:  5 22 1
xfwk wkllvyn key:  6 22 1
hzfs xkthqza key:  7 22 1
qtzc bpfmwla key:  8 22 1
vdta uwevshx key:  9 22 1
wzds qftvgmu key:  10 22 1
nuzo izwglvu key:  11 22 1
jeub itkpkvi key:  12 22 1
efek ndzpkgb key:  13 22 1
dmfp yzplvpn key:  14 22 1
ocmw yuptmpq key:  15 22 1
rgch befmmlx key:  16 22 1
xvgg ofscsth key:  17 22 1
plvm qmsghmq key:  18 22 1
rtlc dcwulcv key:  19 22 1
ijti ngvctgw key:  20 22 1
eljm pvzivun key:  21 22 1
nplf dlgancj key:  22 22 1
acpw ltfmtie key:  23 22 1
afck vjjsjad key:  24 22 1
xhft qlghdmo key:  25 22 1
znuu jafmqks key:  0 23 1
ncnw rdxzffl key:  1 23 1
lbcq qteepmd key:  2 23 1
wfbk xumblzo key:  3 23 1
qyfr hnlkwet key:  4 23 1
seyb tczfxbh key:  5 23 1
izes jbtoekx key:  6 23 1
dqzy rfduffv key:  7 23 1
opqf fyagpok key:  8 23 1
xgph pemiuue key:  9 23 1
mvgg nzljngz key:  10 23 1
ptvc lqihvin key:  11 23 1
drtj spjxjjl key:  12 23 1
ojri ugfmrhw key:  13 23 1
ngjh gvybgxq key:  14 23 1
rvgg qtqaams key:  15 23 1
sfvk trkclbi key:  16 23 1
llfm vjoeead key:  17 23 1
dqly dgzldco key:  18 23 1
oyqr hvaktex key:  19 23 1
tgyh bfufxlm key:  20 23 1
hvgg jlggskp key:  21 23 1
xavx rqdqffd key:  22 23 1
vdaa nywypgo key:  23 23 1
ktdc cgmkvqn key:  24 23 1
euto wvlfbyr key:  25 23 1
wuwo ptwinuf key:  0 24 1
hfuk lbnvniy key:  1 24 1
eefb ldjrjiu key:  2 24 1
vdea iwjwjvl key:  3 24 1
ycdw zuypkrx key:  4 24 1
muco afybywz key:  5 24 1
jsul yepgcph key:  6 24 1
srsj tdbxmbb key:  7 24 1
pmrp nchuegv key:  8 24 1
iqmy gustvxn key:  9 24 1
cjqi psaiauw key:  10 24 1
hpjf orfmnth key:  11 24 1
hxpe lmoahie key:  12 24 1
vdxa qqjujmv key:  13 24 1
vdda vjvhlay key:  14 24 1
audo ppyidum key:  15 24 1
fuuo uxzwnhj key:  16 24 1
yhut lduqgis key:  17 24 1
uihn adjsjwp key:  18 24 1
lsil cukecqi key:  19 24 1
xksv euyybsc key:  20 24 1
zykr hhhlzeh key:  21 24 1
htyc wixdxyh key:  22 24 1
bbtq bscuqlv key:  23 24 1
vdba kkdusdv key:  24 24 1
nwdz pyeioua key:  25 24 1
affk fqywtok key:  0 25 1
yjfi pweiuuw key:  1 25 1
whjt algjnwx key:  2 25 1
ushl lfiacix key:  3 25 1
jesb sfjgjjs key:  4 25 1
akev vjhgrab key:  5 25 1
lmkp nhyedgr key:  6 25 1
hhmt nsqtvgn key:  7 25 1
uyhr heuzven key:  8 25 1
vdya okfmxtp key:  9 25 1
pkdv xmfmhza key:  10 25 1
quko qhdywmy key:  11 25 1
tjui qyvvlmw key:  12 25 1
hzjs wdtwlyu key:  13 25 1
yazx ikzaqvj key:  14 25 1
vdaa auzpkwa key:  15 25 1
ksdl vjescal key:  16 25 1
wuso yzpvdph key:  17 25 1
xnuu eahbmsu key:  18 25 1
xenb iduuzvv key:  19 25 1
stec tsspkbp key:  20 25 1
bttc pucieuq key:  21 25 1
rqty ynpynpt key:  22 25 1
nwqz leacmih key:  23 25 1
nlwm wtjojyy key:  24 25 1
pflk dtsuqcv key:  25 25 1
xuwo libdeip key:  0 0 2
fquy xxjojzm key:  1 0 2
qtqc kdaywds key:  2 0 2
citn fwyqook key:  3 0 2
lzis wuteuyf key:  4 0 2
nxze cqnjqqc key:  5 0 2
jyxr htirbeh key:  6 0 2
zfyk siedxjb key:  7 0 2
wmfp zzxurrv key:  8 0 2
fbmq kxdtyds key:  9 0 2
hebb pyqioux key:  10 0 2
lien ofbentf key:  11 0 2
vdia lmnghiq key:  12 0 2
rydr hbjrjec key:  13 0 2
cuyo nevcxgl key:  14 0 2
tlum ziydvrn key:  15 0 2
pxle dddbycj key:  16 0 2
maxx kyfmtdz key:  17 0 2
sjai tubsobw key:  18 0 2
krjj qlgxemf key:  19 0 2
fqry exnalsh key:  20 0 2
cnqu gaarzxl key:  21 0 2
hinn vjzuaav key:  22 0 2
bxie zrcbdrr key:  23 0 2
vdxa pqoiyuc key:  24 0 2
swdz tnuznbt key:  25 0 2
jqzy gqosexq key:  0 1 2
rqqy peaiaub key:  1 1 2
xmqp eracnss key:  2 1 2
plmm lzotzim key:  3 1 2
ltlc dqjejcs key:  4 1 2
bjti oqcqttw key:  5 1 2
lyjr hmyehem key:  6 1 2
nwyz clgaxqq key:  7 1 2
rywr htvqbes key:  8 1 2
zfyk vjdcxas key:  9 1 2
llfm cyxedqj key:  10 1 2
lblq dwdebcr key:  11 1 2
zybr hyustex key:  12 1 2
hyyr hfxzxep key:  13 1 2
jbyq elggxsl key:  14 1 2
vdba xbdyzzb key:  15 1 2
qmdp nydbwgl key:  16 1 2
bumo wyctvyn key:  17 1 2
szus tbtbqbr key:  18 1 2
mwzz odfmetz key:  19 1 2
sqwy tmezhbl key:  20 1 2
wrqj quaxeml key:  21 1 2
mqry xzvblzz key:  22 1 2
qeqb gwabwxh key:  23 1 2
srej tqzxabj key:  24 1 2
szrs trtuebv key:  25 1 2
hyjr hzoyoeu key:  0 2 2
vdya iqwaxvf key:  1 2 2
vdda wqnpkys key:  2 2 2
eudo vjdrqam key:  3 2 2
luuo yypedpq key:  4 2 2
rcuw zdeqmrs key:  5 2 2
wycr hducyes key:  6 2 2
llym cusexqp key:  7 2 2
lelb dubebcl key:  8 2 2
zyer hcdyteh key:  9 2 2
iyyr hyxbxeh key:  10 2 2
cbyq wlguxyv key:  11 2 2
spbf teduqbv key:  12 2 2
axpe pydieue key:  13 2 2
pqxy pyeinul key:  14 2 2
whqt lbahnir key:  15 2 2
ujhi lpjbjiw key:  16 2 2
fejb uxjzjhl key:  17 2 2
skev tqyagbl key:  18 2 2
mikn xhybezz key:  19 2 2
qqiy vjkbwai key:  20 2 2
srqj teaxdbc key:  21 2 2
szrs tktlebs key:  22 2 2
pqzy giudexa key:  23 2 2
lqqy bqaealp key:  24 2 2
hjqi kravsdw key:  25 2 2
hxve enovpst key:  0 3 2
fpxf zxmlzru key:  1 3 2
vdpa igloyve key:  2 3 2
bidn bvcpklm key:  3 3 2
fuio fxbhsok key:  4 3 2
dwuz yppqupc key:  5 3 2
oiwn udwjmhd key:  6 3 2
cgih ciidgqo key:  7 3 2
evgg suskbjc key:  8 3 2
zxve kwkfrdi key:  9 3 2
dcxw jixdokh key:  10 3 2
obcq rgqlfff key:  11 3 2
jgbh kvnupdv key:  12 3 2
fvgg bxmrolb key:  13 3 2
amvp pclisuf key:  14 3 2
iimn zbntnrd key:  15 3 2
thit lgwryio key:  16 3 2
uphf ovjkjtc key:  17 3 2
eapx zmbfhre key:  18 3 2
mkav jiydykz key:  19 3 2
kckw rhvhffd key:  20 3 2
crcj kpbxpdo key:  21 3 2
dnru uamkohj key:  22 3 2
oxne gklfgxf key:  23 3 2
cgxh jcnsaka key:  24 3 2
ivgg rrkrffi key:  25 3 2
hbaq epvqesj key:  0 4 2
kqby ulghzhl key:  1 4 2
vdqa cpasgqj key:  2 4 2
bndu uacbbhy key:  3 4 2
zuno ebksgsi key:  4 4 2
swuz tqxwzbr key:  5 4 2
ybwq edklesi key:  6 4 2
bqby anczzwt key:  7 4 2
msql bualclz key:  8 4 2
bwsz xwcoszs key:  9 4 2
qrwj bbhxwlh key:  10 4 2
lwrz fqwesok key:  11 4 2
jzws gstuuxv key:  12 4 2
eyzr hwwjaeb key:  13 4 2
mmyp priixuz key:  14 4 2
ecmw swotnjs key:  15 4 2
jrcj lzdxriy key:  16 4 2
lcrw oyjejtb key:  17 4 2
jmcp gmqwhxm key:  18 4 2
yymr hcytaeb key:  19 4 2
imyp arvqxwq key:  20 4 2
rsml ocotctl key:  21 4 2
ipsf cmdchqj key:  22 4 2
tlpm oyhbbte key:  23 4 2
zplf dmvshcm key:  24 4 2
sapx tsxhtbe key:  25 4 2
buuo escpksm key:  0 5 2
byur hdcwzel key:  1 5 2
ywyz ydpqxps key:  2 5 2
bwwz aucbmwr key:  3 5 2
lswl cudecqy key:  4 5 2
swsz tyszbbh key:  5 5 2
zywr hwhweeh key:  6 5 2
yqyy xwxuxzv key:  7 5 2
qbqq asauwwv key:  8 5 2
jsbl pwdicul key:  9 5 2
jzss pytinub key:  10 5 2
amzp lqhbnib key:  11 5 2
jmmp lbjtjiy key:  12 5 2
shmt tsjtjbb key:  13 5 2
umhp ozywetl key:  14 5 2
yqmy omythts key:  15 5 2
mkqv amabhwz key:  16 5 2
lskl ohvecty key:  17 5 2
srsj tmvxhbq key:  18 5 2
ryrr hqhweej key:  19 5 2
yqyy gkvcxxj key:  20 5 2
hlqm asasawa key:  21 5 2
hsll drdsccj key:  22 5 2
vdsa eyovtss key:  23 5 2
vdda eqhszsu key:  24 5 2
ludo ilgezvy key:  25 5 2
suso tqocnbs key:  0 6 2
llum lkheeil key:  1 6 2
lqly ddjejca key:  2 6 2
tyqr hsabtem key:  3 6 2
tyyr huyvxes key:  4 6 2
sayx tlgqxbu key:  5 6 2
laax iqdeevh key:  6 6 2
kqay cydpkqy key:  7 6 2
kyqr hyaubev key:  8 6 2
znyu yapwxpr key:  9 6 2
ynnu paximus key:  10 6 2
hbnq aqdznwl key:  11 6 2
lsbl lysecil key:  12 6 2
vdsa xnjbjzt key:  13 6 2
qydr hnhbwet key:  14 6 2
suyo tbyoxbs key:  15 6 2
szus tstoebl key:  16 6 2
lqzy fddeeok key:  17 6 2
aqqy fyabuok key:  18 6 2
myqr huajuez key:  19 6 2
shyt tzijxby key:  20 6 2
urhj sqixejh key:  21 6 2
hqry sqdwrjl key:  22 6 2
ykqv gyaurxv key:  23 6 2
vdka ahqbawq key:  24 6 2
rsdl prqicus key:  25 6 2
hujo bqjfjla key:  0 7 2
heub jwkaski key:  1 7 2
vdea rdyvffm key:  2 7 2
vdda vjwlpau key:  3 7 2
judo iumqdvs key:  4 7 2
euuo belpklb key:  5 7 2
lmup cduesqh key:  6 7 2
pcmw ydptbpp key:  7 7 2
zycr huwumev key:  8 7 2
hjyi ouxyxtw key:  9 7 2
ebjq pmsihuh key:  10 7 2
vdba wcdanyh key:  11 7 2
